TERM_REDUCED,SECTION,FREQ
radar waveforms ghz,Title,1
rf dataset motivation information,Title,1
rf dataset motivation,Title,2
advancements ieee workshop,Title,1
ieee workshop,Title,1
ieee,Title,1
datum work data processing software,Title,2
work data processing software,Title,2
data processing software,Title,3
data processing,Title,3
method datum software user,Title,2
datum software user,Title,1
software user,Title,4
bacterial colony agar plate image,Title,6
bacterial colony agar plate,Title,2
bacterial colony,Title,1
colony,Title,1
agar plate,Title,1
agar,Title,1
dpi,Title,4
plate grayscale image,Title,1
grayscale image,Title,1
inch dot,Title,1
hp laserjet soft gloss paper,Title,1
soft gloss paper,Title,2
soft gloss,Title,1
gloss,Title,2
gloss paper,Title,2
plate flatbed scanner,Title,4
flatbed scanner,Title,4
second approach image digital camera,Title,2
second approach,Title,2
image digital camera,Title,2
digital camera,Title,4
zoom image camera maximum resolution,Title,2
zoom,Title,2
image camera maximum resolution,Title,1
camera maximum resolution,Title,4
maximum resolution,Title,1
software detail manual,Title,2
detail manual,Title,1
manual,Title,5
nist integrated colony enumerator,Title,1
integrated colony enumerator,Title,1
colony enumerator,Title,1
enumerator,Title,1
iso tolerance,Title,1
astm tolerance,Title,1
distance anvil corner radii,Title,1
anvil corner radii,Title,2
anvil corner,Title,1
radii,Title,1
anvil,Title,6
new anvil,Title,2
nist specimen,Title,1
impact test,Title,2
test result charpy machine anvil,Title,1
charpy machine anvil,Title,1
charpy machine,Title,1
wear,Title,2
charpy test result,Title,1
machine anvil wear,Title,1
machine anvil,Title,1
scientific registries keyphrase extraction,Title,2
test datum training,Title,1
subdirectory,Title,2
keyphrase extraction jct train,Title,1
keyphrase extraction,Title,2
keyphrase,Title,3
jct train,Title,1
jct,Title,3
keyphrase extraction jct test,Title,1
jct test,Title,2
jct article chemical thermodynamics journal,Title,4
jct article,Title,4
thermoml file,Title,2
keyword,Title,1
abstract identifier digital object,Title,1
identifier digital object,Title,2
author title,Title,1
extensible markup language,Title,1
markup language,Title,2
thermoml file paper information,Title,1
keyphrase extraction study,Title,2
extraction study,Title,1
work reader original jct article,Title,2
work reader,Title,1
reader,Title,5
original jct article,Title,7
scientific registry,Title,1
test related data training,Title,1
tension compression testing,Title,1
tension compression,Title,2
datum file format analysis process,Title,1
datum file format analysis,Title,1
datum file format,Title,1
test equipment,Title,2
aluminum alloy,Title,2
aluminum,Title,3
dp1180,Title,1
steel alloy,Title,3
ncal automotive lightweighting nist center,Title,2
test ncal,Title,1
ncal,Title,2
tension compression test,Title,1
uniaxial tensile,Title,2
development research federal laboratory,Description,1
federal laboratory,Description,5
federal agency,Description,1
technology transfer activity annual report,Description,3
technology transfer activity,Description,2
technology transfer,Description,1
transfer,Description,2
annual report,Description,1
nist patent searchable database,Title,2
nist patent,Title,2
patent,Title,3
searchable database,Title,2
new generic 3d shape benchmark,Title,2
generic 3d shape benchmark,Title,1
new generic benchmark,Title,2
generic benchmark,Title,1
generic shape retrieval track,Title,3
generic shape retrieval,Title,1
pp 3dor,Title,1
range scan query set response,Title,1
range scan query set,Title,2
range scan query,Title,1
scan query,Title,1
range scan 3d shape retrieval,Title,1
eurographics workshop proceeding,Title,1
range scans 3d shape retrieval,Title,2
partial query object relevant,Title,2
partial query object,Title,2
query object,Title,1
target query object partial similarity,Title,4
target query object,Title,1
target query,Title,1
partial similarity,Title,1
query depth map,Title,2
depth map,Title,1
range image partial 3d model,Title,2
partial 3d model,Title,1
query set participant list,Title,2
participant list,Title,1
query set rank list obligation,Title,2
query set rank list,Title,1
rank list,Title,3
rank,Title,1
obligation,Title,2
complete model part partial model,Title,1
complete model part,Title,4
complete model,Title,1
partial model,Title,5
query model,Title,5
partial query model file format,Title,2
partial query model,Title,4
second query set,Title,1
second query,Title,2
range datum,Title,1
range image desktop 3d scanner,Title,2
desktop 3d scanner,Title,5
desktop,Title,1
3d scanner,Title,1
evaluation software,Title,2
classification file,Title,2
partial model track,Title,3
2nd eurographics conference,Title,1
mats project purpose,Description,2
mats project,Description,2
flexibility experimental data need,Description,3
experimental data need,Description,3
experimental data,Description,1
spectrum spectroscopic datum fitting tool,Description,2
spectroscopic datum fitting tool,Description,1
fitting tool,Description,1
solution composition constraint temperature pressure,Description,1
composition constraint temperature pressure,Description,2
composition constraint temperature,Description,1
composition constraint,Description,1
spectroscopic line profile,Description,1
line profile,Description,2
fitting experimental spectra addition,Description,1
fitting experimental spectra,Description,1
experimental spectra,Description,2
error analysis tool use spectra,Description,3
error analysis tool use,Description,4
error analysis tool,Description,2
error analysis,Description,1
spectral fitting engine,Description,2
spectral fitting,Description,1
python application,Description,1
nn inefficiency measurement,Description,2
inefficiency measurement,Description,1
interactive nn calculator neural network,Description,1
nn calculator neural network,Description,1
nn calculator,Description,2
software nn model trojans purpose,Description,2
nn model trojans purpose,Description,5
nn model trojans,Description,1
nn model,Description,2
inactivation mechanism deposition filtration ventilation,Title,2
inactivation mechanism deposition filtration,Title,1
inactivation mechanism deposition,Title,1
inactivation mechanism,Title,1
inactivation,Title,1
mechanism,Title,4
filtration,Title,2
microbiological aerosol,Title,1
aerosol,Title,6
fate,Title,1
single user representative particle size,Title,2
user representative particle size,Title,2
representative particle size,Title,1
particle size,Title,7
mechanism removal source,Title,1
removal source,Title,2
removal,Title,2
mechanical ventilation system,Title,7
ventilation system,Title,4
simple mechanical ventilation system model,Title,2
mechanical ventilation system model,Title,1
mechanical ventilation,Title,1
balanced negative positive ventilation system,Title,5
outdoor air intake rate return,Title,1
outdoor air intake rate,Title,1
air intake rate,Title,1
air intake,Title,1
intake,Title,1
aerosol source,Title,1
continuous intermittent breathing emission combination,Title,4
continuous intermittent breathing emission,Title,1
intermittent breathing emission,Title,2
breathing emission,Title,3
breathing,Title,3
removal mechanism,Title,2
ceiling wall floor deposition,Title,1
ceiling wall floor,Title,1
ceiling wall,Title,1
ceiling,Title,1
room air cleaner,Title,2
air cleaner,Title,2
cleaner,Title,1
ventilation system filter,Title,2
occupant exposure,Title,1
surface loading airborne concentration,Title,2
surface loading,Title,1
airborne concentration,Title,2
time history,Title,1
history,Title,1
respiratory emission momentum effect,Title,1
respiratory emission,Title,1
momentum effect,Title,1
momentum,Title,1
aerosol concentration,Title,2
spatial difference,Title,1
exposure uniform zone aerosol concentration,Title,2
uniform zone aerosol concentration,Title,4
zone aerosol concentration,Title,1
model tool,Title,2
model engineering method system model,Title,1
model engineering method,Title,1
engineering method,Title,1
system model,Title,2
industrial engineer logistic production system,Title,2
industrial engineer,Title,2
logistic production system,Title,2
logistic production,Title,2
promise,Title,2
disciplinary complex system design method,Title,2
complex system design method,Title,1
complex system,Title,1
design method,Title,2
consistent analysis model,Title,2
